user1,user2
76561198994439302,76561199070145109
76561198994439302,76561199073399730
76561198994439302,76561199073930125
76561198994439302,76561199075161958
76561198994439302,76561199082725277
76561198994439302,76561199082993355
76561198994439302,76561199084163992
76561198994439302,76561199084738294
76561198994439302,76561199084828437
76561198994439302,76561199085707427
76561198994439302,76561199086550529
76561198994439302,76561199088340933
76561198994439302,76561199088897624
76561198994439302,76561199089833983
76561198994439302,76561199090209181
76561198994439302,76561199094488929
76561198994439302,76561199095653545
76561198994439302,76561199096115127
76561198994439302,76561199096955746
76561198994439302,76561199100759209
76561198994439302,76561199101849913
76561198994439302,76561199102480274
76561198994439302,76561199102527928
76561198994439302,76561199104489379
76561198994439302,76561199106240994
76561198994439302,76561199107296808
76561198994439302,76561199112139607
76561198994439302,76561199113319405
76561198994439302,76561199116192545
76561198994439302,76561199120666560
76561198994439302,76561199122270001
76561198994439302,76561199125448675
76561198994439302,76561199135314255
76561198994439302,76561199139338911
76561198994439302,76561199144700614
76561198994439302,76561199152874988
76561198994439302,76561199155359524
76561198994439302,76561199155446896
76561198994439302,76561199157566728
76561198994439302,76561199161557586
76561198994439302,76561199161568514
76561198994439302,76561199167851463
76561198994439302,76561199167964616
76561198994439302,76561199178525754
76561198994439302,76561199180897571
76561198994439302,76561199182594331
76561198994439302,76561199183050356
76561198994439302,76561199184295290
76561198994439302,76561199189308712
76561198994439302,76561199215962236
76561198994439302,76561199230793141
76561198994439302,76561199238900178
76561198994439302,76561199240839627
76561198994439302,76561199276409236
76561198994439302,76561199373848297
76561198994439302,76561199380621663
76561198994439302,76561199387724435
76561198994439302,76561199393633310
76561198994439302,76561199467554017
76561198994439302,76561199486663543
76561198994439302,76561199493366729
76561198994439302,76561199498468022
76561198994439302,76561199549459025
76561198994439302,76561199555120615
76561198994439302,76561199569146073
76561198994439302,76561199583933848
76561199130107125,76561199138630989
76561199130107125,76561199499951564
76561199130107125,76561199521206947
76561199130107125,76561199551393064
76561199130107125,76561199559138471
76561199130107125,76561199563559326
76561199130107125,76561199569146073
76561199130107125,76561199584233096
76561199130107125,76561199591181725
76561199130107125,76561199592763484
76561199493366729,76561199549459025
76561199493366729,76561199551393064
76561199493366729,76561199553002259
76561199493366729,76561199553163001
76561199493366729,76561199574897726
76561199493366729,76561199584233096
76561199512443976,76561199516373571
76561199512443976,76561199516910420
76561199512443976,76561199520555329
76561199512443976,76561199545997352
76561199512443976,76561199574897726
76561199545997352,76561199599531074
76561199542408830,76561199545997352
76561199542408830,76561199553013603
76561199542408830,76561199555069664
76561199542408830,76561199579083356
76561199542408830,76561199583729948
76561199542408830,76561199612439409
76561199583729948,76561199596356099
76561199596356099,76561199601053914
76561199597794924,76561199601053914
76561199586725440,76561199597794924
76561199474694995,76561199489430029
76561199474694995,76561199523951503
76561199474694995,76561199586725440
76561198367681914,76561198371526355
76561198367681914,76561198379626638
76561198367681914,76561198380282103
76561198367681914,76561198380845754
76561198367681914,76561198381626811
76561198367681914,76561198394269586
76561198367681914,76561198396990030
76561198367681914,76561198397355910
76561198367681914,76561198398209585
76561198367681914,76561198400751499
76561198367681914,76561198401963732
76561198367681914,76561198419369632
76561198367681914,76561198814123276
76561198367681914,76561198823883840
76561198367681914,76561198833675314
76561198367681914,76561198837873002
76561198367681914,76561198951472573
76561198367681914,76561198963393647
76561198367681914,76561198988603168
76561198367681914,76561199046089031
76561198367681914,76561199052483601
76561198367681914,76561199058720075
76561198367681914,76561199111155445
76561198367681914,76561199474694995
76561198367681914,76561199487305208
76561198367681914,76561199523951503
76561198367681914,76561199566573211
76561199563933706,76561199566573211
76561199563933706,76561199572632931
76561199563933706,76561199573351850
76561199563933706,76561199583427527
76561199563933706,76561199586190506
76561199563933706,76561199587264165
76561198819835486,76561198834330907
76561198819835486,76561198846428267
76561198819835486,76561198856534859
76561198819835486,76561198856997756
76561198819835486,76561198874261971
76561198819835486,76561198902005982
76561198819835486,76561198969586386
76561198819835486,76561198975521682
76561198819835486,76561198998806302
76561198819835486,76561199013319326
76561198819835486,76561199013892892
76561198819835486,76561199030445171
76561198819835486,76561199042442008
76561198819835486,76561199049997365
76561198819835486,76561199068660033
76561198819835486,76561199092509799
76561198819835486,76561199102951027
76561198819835486,76561199131382542
76561198819835486,76561199139152802
76561198819835486,76561199153209494
76561198819835486,76561199168843385
76561198819835486,76561199228196682
76561198819835486,76561199257120566
76561198819835486,76561199401691826
76561198819835486,76561199468224565
76561198819835486,76561199538597960
76561198819835486,76561199587264165
76561198998806302,76561199072756808
76561198998806302,76561199468224565
76561198998806302,76561199565072883
76561199565072883,76561199576919503
76561199565072883,76561199610995123
76561199497496668,76561199520783572
76561199497496668,76561199565072883
76561199497496668,76561199587554496
76561199587554496,76561199602656702
76561199490371314,76561199495146789
76561199490371314,76561199602656702
76561199495146789,76561199503141863
76561199495146789,76561199521406667
76561199495146789,76561199522553353
76561199495146789,76561199554783556
76561199533605755,76561199554783556
76561199231622623,76561199235740760
76561199231622623,76561199239620730
76561199231622623,76561199243244802
76561199231622623,76561199258438099
76561199231622623,76561199270821959
76561199231622623,76561199274283230
76561199231622623,76561199277580739
76561199231622623,76561199442952887
76561199231622623,76561199443656113
76561199231622623,76561199466051445
76561199231622623,76561199466383161
76561199231622623,76561199471192798
76561199231622623,76561199479401635
76561199231622623,76561199489028902
76561199231622623,76561199490371314
76561199231622623,76561199495146789
76561199231622623,76561199533605755
76561199231622623,76561199554783556
76561199231622623,76561199567353191
76561199567353191,76561199575036358
76561199558435082,76561199563363006
76561199558435082,76561199567353191
76561199558435082,76561199567601886
76561199558435082,76561199568467923
76561199558435082,76561199580211256
76561199566677669,76561199568467923
76561199566677669,76561199569240452
76561199400909765,76561199409306431
76561199400909765,76561199409732950
76561199400909765,76561199437115892
76561199400909765,76561199439544926
76561199400909765,76561199465424617
76561199400909765,76561199465908847
76561199400909765,76561199472336117
76561199400909765,76561199475663844
76561199400909765,76561199479222500
76561199400909765,76561199480287245
76561199400909765,76561199480606225
76561199400909765,76561199483763109
76561199400909765,76561199486014144
76561199400909765,76561199486792867
76561199400909765,76561199497882073
76561199400909765,76561199509005346
76561199400909765,76561199509080466
76561199400909765,76561199520070472
76561199400909765,76561199523697322
76561199400909765,76561199527657598
76561199400909765,76561199539739031
76561199400909765,76561199543682617
76561199400909765,76561199546460626
76561199400909765,76561199550365457
76561199400909765,76561199555038284
76561199400909765,76561199558324873
76561199400909765,76561199560036509
76561199400909765,76561199560724187
76561199400909765,76561199566677669
76561199400909765,76561199569240452
76561199400909765,76561199574926254
76561199574926254,76561199623367004
76561199213312500,76561199226476143
76561199213312500,76561199235112447
76561199213312500,76561199245004601
76561199213312500,76561199318954695
76561199213312500,76561199416271548
76561199213312500,76561199434772944
76561199213312500,76561199468809139
76561199213312500,76561199479112477
76561199213312500,76561199479914292
76561199213312500,76561199511822161
76561199213312500,76561199512632036
76561199213312500,76561199524194618
76561199213312500,76561199525387820
76561199213312500,76561199527783301
76561199213312500,76561199542765893
76561199213312500,76561199546312007
76561199213312500,76561199552144284
76561199213312500,76561199554743176
76561199213312500,76561199558408218
76561199213312500,76561199574926254
76561199213312500,76561199623367004
76561199507331325,76561199530135872
76561199507331325,76561199558408218
76561198453343261,76561199151178433
76561198453343261,76561199163539471
76561198453343261,76561199507331325
76561198453343261,76561199581884242
76561199534328913,76561199544089976
76561199534328913,76561199581884242
76561199544089976,76561199572513560
76561199097536575,76561199100894080
76561199097536575,76561199102691793
76561199097536575,76561199105296734
76561199097536575,76561199108244288
76561199097536575,76561199110938065
76561199097536575,76561199111837444
76561199097536575,76561199117016982
76561199097536575,76561199127243469
76561199097536575,76561199132458298
76561199097536575,76561199134338883
76561199097536575,76561199140918767
76561199097536575,76561199141533492
76561199097536575,76561199141542199
76561199097536575,76561199145671035
76561199097536575,76561199148173627
76561199097536575,76561199166352320
76561199097536575,76561199167909818
76561199097536575,76561199170862946
76561199097536575,76561199173531809
76561199097536575,76561199175428025
76561199097536575,76561199187700401
76561199097536575,76561199194247396
76561199097536575,76561199199334030
76561199097536575,76561199211369063
76561199097536575,76561199215484590
76561199097536575,76561199217077068
76561199097536575,76561199217657744
76561199097536575,76561199220759020
76561199097536575,76561199224124727
76561199097536575,76561199226356089
76561199097536575,76561199230937924
76561199097536575,76561199231061003
76561199097536575,76561199231741008
76561199097536575,76561199245957672
76561199097536575,76561199246755871
76561199097536575,76561199267515086
76561199097536575,76561199268902485
76561199097536575,76561199375617887
76561199097536575,76561199376283208
76561199097536575,76561199379554912
76561199097536575,76561199442326506
76561199097536575,76561199473842819
76561199097536575,76561199544089976
76561199097536575,76561199572513560
76561199442326506,76561199442675674
76561199442326506,76561199442988919
76561199442326506,76561199446026507
76561199442326506,76561199470199623
76561199442326506,76561199484423267
76561199442326506,76561199543556747
76561199442326506,76561199560954276
76561199560954276,76561199579819300
76561199560954276,76561199586969882
76561199489004540,76561199586969882
76561199126156209,76561199359023900
76561199126156209,76561199489004540
76561199359023900,76561199552476910
76561199552476910,76561199555125297
76561199552476910,76561199557858743
76561199552476910,76561199562060460
76561199527360897,76561199530068613
76561199527360897,76561199541278943
76561199527360897,76561199543411833
76561199527360897,76561199547166152
76561199527360897,76561199554444902
76561199527360897,76561199562060460
76561199554444902,76561199557858912
76561199554444902,76561199561816192
76561199545914335,76561199549404674
76561199545914335,76561199561816192
76561199545914335,76561199596807447
76561199545914335,76561199610705591
76561199470766294,76561199471993194
76561199470766294,76561199483735499
76561199470766294,76561199487836861
76561199470766294,76561199487957807
76561199470766294,76561199497623536
76561199470766294,76561199503422524
76561199470766294,76561199518128084
76561199470766294,76561199525636152
76561199470766294,76561199558902937
76561199470766294,76561199559995414
76561199470766294,76561199610705591
76561199545154556,76561199558902937
76561199486847992,76561199488777603
76561199486847992,76561199489867581
76561199486847992,76561199492341864
76561199486847992,76561199499328022
76561199486847992,76561199500174114
76561199486847992,76561199501782371
76561199486847992,76561199511075810
76561199486847992,76561199511256130
76561199486847992,76561199514000783
76561199486847992,76561199515999093
76561199486847992,76561199518494194
76561199486847992,76561199519536934
76561199486847992,76561199524144664
76561199486847992,76561199528601857
76561199486847992,76561199528669338
76561199486847992,76561199530263510
76561199486847992,76561199531578986
76561199486847992,76561199534775376
76561199486847992,76561199537030115
76561199486847992,76561199543987647
76561199486847992,76561199544438689
76561199486847992,76561199545122002
76561199486847992,76561199545154556
76561199486847992,76561199547482375
76561199486847992,76561199549212243
76561199486847992,76561199549388414
76561199486847992,76561199551469789
76561199486847992,76561199552710334
76561199486847992,76561199553016527
76561199486847992,76561199554614364
76561199486847992,76561199554900252
76561199486847992,76561199557063618
76561199486847992,76561199568925837
76561199486847992,76561199570554533
76561199486847992,76561199573179754
76561199486847992,76561199580733604
76561199486847992,76561199581338116
76561199486847992,76561199583326447
76561199583326447,76561199586989029
76561199583326447,76561199604351302
76561199604351302,76561199614205929
76561199241664128,76561199614205929
76561198259704912,76561198262289140
76561198259704912,76561198262620954
76561198259704912,76561198263818744
76561198259704912,76561198263906059
76561198259704912,76561198268721116
76561198259704912,76561198269474241
76561198259704912,76561198275534006
76561198259704912,76561198276065490
76561198259704912,76561198276295203
76561198259704912,76561198285752490
76561198259704912,76561198290350386
76561198259704912,76561198293982668
76561198259704912,76561198301765688
76561198259704912,76561198304478284
76561198259704912,76561198314296282
76561198259704912,76561198329227462
76561198259704912,76561198335652930
76561198259704912,76561198336794420
76561198259704912,76561198338359762
76561198259704912,76561198339671393
76561198259704912,76561198347679740
76561198259704912,76561198353162667
76561198259704912,76561198355153047
76561198259704912,76561198360638441
76561198259704912,76561198364056883
76561198259704912,76561198368903206
76561198259704912,76561198380894033
76561198259704912,76561198402568790
76561198259704912,76561198406499417
76561198259704912,76561198419143210
76561198259704912,76561198426544934
76561198259704912,76561198449053177
76561198259704912,76561198798865939
76561198259704912,76561198809440661
76561198259704912,76561198843320277
76561198259704912,76561198895519658
76561198259704912,76561198969539045
76561198259704912,76561198989254851
76561198259704912,76561198990165002
76561198259704912,76561199024187418
76561198259704912,76561199025706025
76561198259704912,76561199050728281
76561198259704912,76561199063211118
76561198259704912,76561199067506384
76561198259704912,76561199069460888
76561198259704912,76561199111218599
76561198259704912,76561199181075527
76561198259704912,76561199241664128
76561198259704912,76561199435365202
76561198974553754,76561198974680621
76561198974553754,76561198978083577
76561198974553754,76561198985622631
76561198974553754,76561198989845980
76561198974553754,76561198992040987
76561198974553754,76561198992774276
76561198974553754,76561199000522690
76561198974553754,76561199007446893
76561198974553754,76561199013129679
76561198974553754,76561199018113494
76561198974553754,76561199021395306
76561198974553754,76561199022855636
76561198974553754,76561199026822087
76561198974553754,76561199040807829
76561198974553754,76561199049316111
76561198974553754,76561199051164698
76561198974553754,76561199051574388
76561198974553754,76561199054973044
76561198974553754,76561199062747167
76561198974553754,76561199063515141
76561198974553754,76561199067965640
76561198974553754,76561199068125364
76561198974553754,76561199071662035
76561198974553754,76561199081793870
76561198974553754,76561199082232223
76561198974553754,76561199085516775
76561198974553754,76561199088923466
76561198974553754,76561199122831067
76561198974553754,76561199124774491
76561198974553754,76561199131931330
76561198974553754,76561199151550838
76561198974553754,76561199154297094
76561198974553754,76561199157067814
76561198974553754,76561199157557101
76561198974553754,76561199206674462
76561198974553754,76561199242708680
76561198974553754,76561199367597768
76561198974553754,76561199376370140
76561198974553754,76561199387053760
76561198974553754,76561199435365202
76561198974553754,76561199511619105
76561199510685764,76561199511619105
76561199151550838,76561199152368181
76561199151550838,76561199160108137
76561199151550838,76561199160550766
76561199151550838,76561199161707199
76561199151550838,76561199162870438
76561199151550838,76561199182283191
76561199151550838,76561199187017987
76561199151550838,76561199203674773
76561199151550838,76561199206674462
76561199151550838,76561199216148970
76561199151550838,76561199216352481
76561199151550838,76561199219331527
76561199151550838,76561199221896322
76561199151550838,76561199224464127
76561199151550838,76561199232994524
76561199151550838,76561199240120459
76561199151550838,76561199343349256
76561199151550838,76561199378919697
76561199151550838,76561199510685764
76561199151550838,76561199511619105
76561199151550838,76561199522206953
76561199510432963,76561199510894382
76561199510432963,76561199517980409
76561199510432963,76561199522206953
76561199510432963,76561199522519151
76561199510432963,76561199527993595
76561199510432963,76561199565463298
76561199490452686,76561199495042569
76561199490452686,76561199510432963
76561199490452686,76561199527993595
76561199495042569,76561199497303382
76561199495042569,76561199500251924
76561199495042569,76561199510432963
76561199372365344,76561199385263429
76561199372365344,76561199389603094
76561199372365344,76561199390334819
76561199372365344,76561199417854370
76561199372365344,76561199417980301
76561199372365344,76561199426377566
76561199372365344,76561199426736210
76561199372365344,76561199429214646
76561199372365344,76561199432409271
76561199372365344,76561199438295139
76561199372365344,76561199440542160
76561199372365344,76561199443608611
76561199372365344,76561199447131905
76561199372365344,76561199476460870
76561199372365344,76561199488107432
76561199372365344,76561199489457549
76561199372365344,76561199500251924
76561199372365344,76561199544016072
76561199372365344,76561199544974793
76561199544974793,76561199546200326
76561199544974793,76561199549224097
76561199544974793,76561199551462360
76561199544974793,76561199553059860
76561199544974793,76561199553814702
76561199544974793,76561199554705698
76561199544974793,76561199554740734
76561199544974793,76561199555079062
76561199544974793,76561199555337065
76561199544974793,76561199556383271
76561199544974793,76561199556446230
76561199544974793,76561199557178805
76561199544974793,76561199558019006
76561199544974793,76561199558741134
76561199544974793,76561199559550936
76561199544974793,76561199561548851
76561199544974793,76561199563025291
76561199544974793,76561199563933706
76561199544974793,76561199564907895
76561199544974793,76561199568149570
76561199544974793,76561199569142225
76561199544974793,76561199569684740
76561199544974793,76561199570928220
76561199544974793,76561199571146576
76561199544974793,76561199573315250
76561199544974793,76561199578842822
76561199544974793,76561199581987206
76561199544974793,76561199588753713
76561199544974793,76561199591149614
76561199591149614,76561199603176571
76561199591124459,76561199603176571
76561199568582365,76561199603176571
76561199565718086,76561199568582365
76561199565718086,76561199570013070
76561199570013070,76561199595259673
76561199592989408,76561199595259673
76561199262777121,76561199273512742
76561199262777121,76561199276732997
76561199262777121,76561199296196248
76561199262777121,76561199327920141
76561199262777121,76561199384976899
76561199262777121,76561199407598567
76561199262777121,76561199416034723
76561199262777121,76561199417407064
76561199262777121,76561199428242677
76561199262777121,76561199436648633
76561199262777121,76561199442997070
76561199262777121,76561199445141303
76561199262777121,76561199469798216
76561199262777121,76561199482761029
76561199262777121,76561199483342904
76561199262777121,76561199486149718
76561199262777121,76561199498331042
76561199262777121,76561199525827740
76561199262777121,76561199529322485
76561199262777121,76561199532302443
76561199262777121,76561199549084023
76561199262777121,76561199553959991
76561199262777121,76561199592989408
76561199262777121,76561199595259673
76561199262777121,76561199625966386
76561199553959991,76561199554527066
76561199553959991,76561199554534578
76561199553959991,76561199555774532
76561199553959991,76561199556164753
76561199553959991,76561199556625725
76561199553959991,76561199561965368
76561199553959991,76561199563551759
76561199553959991,76561199564082762
76561199553959991,76561199566377592
76561199553959991,76561199576485749
76561199565268846,76561199565576877
76561199565268846,76561199566377592
76561199556624963,76561199560493795
76561199556624963,76561199565268846
76561199559287390,76561199560493795
76561199555665614,76561199555808887
76561199555665614,76561199559287390
76561199555665614,76561199561085893
76561199555665614,76561199561374249
76561199555665614,76561199562180114
76561199555665614,76561199568939827
76561199555665614,76561199571055673
76561199555665614,76561199571390126
76561199555665614,76561199579993624
76561199555665614,76561199580770873
76561199555665614,76561199590765182
76561199555665614,76561199620442150
76561199590765182,76561199597597541
76561199587280456,76561199590899720
76561199587280456,76561199592133144
76561199587280456,76561199596271571
76561199587280456,76561199596680305
76561199587280456,76561199597597541
76561199587280456,76561199609464190
76561199608868478,76561199609464190
76561199589615476,76561199609464190
76561199582391034,76561199589615476
76561199559066157,76561199562786619
76561199559066157,76561199564991924
76561199559066157,76561199566445812
76561199559066157,76561199567879697
76561199559066157,76561199570430396
76561199559066157,76561199572555848
76561199559066157,76561199577579649
76561199559066157,76561199579405658
76561199559066157,76561199582391034
76561199559066157,76561199595699279
76561199523048773,76561199524912869
76561199523048773,76561199530429332
76561199523048773,76561199531264290
76561199523048773,76561199551895710
76561199523048773,76561199559066157
76561199523048773,76561199559464254
76561199523048773,76561199567879697
76561199523048773,76561199570430396
76561199523048773,76561199583226847
76561199523048773,76561199595699279
76561199568472243,76561199583226847
76561199482423670,76561199521752128
76561199482423670,76561199568472243
76561199466569711,76561199467453917
76561199466569711,76561199468124435
76561199466569711,76561199468340586
76561199466569711,76561199468512712
76561199466569711,76561199468921420
76561199466569711,76561199473103230
76561199466569711,76561199475577510
76561199466569711,76561199476028502
76561199466569711,76561199476930818
76561199466569711,76561199481263175
76561199466569711,76561199482423670
76561199466569711,76561199485024669
76561199466569711,76561199485983470
76561199466569711,76561199486423316
76561199466569711,76561199487093866
76561199466569711,76561199488108166
76561199466569711,76561199488866736
76561199466569711,76561199489708937
76561199466569711,76561199489824793
76561199466569711,76561199491430676
76561199466569711,76561199492977071
76561199466569711,76561199495423077
76561199466569711,76561199497006911
76561199466569711,76561199499885869
76561199466569711,76561199500795100
76561199466569711,76561199501522035
76561199466569711,76561199507686072
76561199466569711,76561199508214044
76561199466569711,76561199509486771
76561199466569711,76561199509517788
76561199466569711,76561199509660447
76561199466569711,76561199510914613
76561199466569711,76561199511076007
76561199466569711,76561199512519690
76561199466569711,76561199513737929
76561199466569711,76561199515073990
76561199466569711,76561199518882564
76561199466569711,76561199521435218
76561199466569711,76561199522046157
76561199466569711,76561199523760713
76561199466569711,76561199525250453
76561199466569711,76561199526890087
76561199466569711,76561199527344137
76561199466569711,76561199527530288
76561199466569711,76561199527593932
76561199466569711,76561199527957985
76561199466569711,76561199528319537
76561199466569711,76561199529237338
76561199466569711,76561199529524454
76561199466569711,76561199529581180
76561199466569711,76561199530624916
76561199466569711,76561199535504128
76561199466569711,76561199535507547
76561199466569711,76561199536406930
76561199466569711,76561199537084226
76561199466569711,76561199538140965
76561199466569711,76561199538501426
76561199466569711,76561199540577896
76561199466569711,76561199540735539
76561199466569711,76561199540984084
76561199466569711,76561199541116712
76561199466569711,76561199541199404
76561199466569711,76561199542531509
76561199466569711,76561199542755961
76561199466569711,76561199544126127
76561199466569711,76561199545056812
76561199466569711,76561199546324772
76561199466569711,76561199546722382
76561199466569711,76561199546738331
76561199466569711,76561199546888539
76561199466569711,76561199547580567
76561199466569711,76561199547970139
76561199466569711,76561199548472814
76561199466569711,76561199548913412
76561199466569711,76561199549166556
76561199466569711,76561199549811249
76561199466569711,76561199550178194
76561199466569711,76561199550198910
76561199466569711,76561199550513855
76561199466569711,76561199550723544
76561199466569711,76561199552602142
76561199466569711,76561199552770733
76561199466569711,76561199553676599
76561199466569711,76561199554695367
76561199466569711,76561199557202251
76561199466569711,76561199558403479
76561199466569711,76561199560336119
76561199466569711,76561199565831422
76561199494436204,76561199552632357
76561199494436204,76561199560336119
76561199494436204,76561199560384834
76561199494436204,76561199622649377
76561199494436204,76561199623261371
76561199622649377,76561199623261371
76561199471270750,76561199494436204
76561199471270750,76561199622649377
76561199471270750,76561199623261371
76561199431120182,76561199439245337
76561199431120182,76561199466085260
76561199431120182,76561199467022635
76561199431120182,76561199468537848
76561199431120182,76561199471270750
76561199431120182,76561199474870540
76561199431120182,76561199476485127
76561199431120182,76561199558034699
76561199431120182,76561199560907685
76561199500159460,76561199557938601
76561199500159460,76561199558034699
76561199489681819,76561199500159460
76561198423168269,76561198803853235
76561198423168269,76561198832121699
76561198423168269,76561198834855732
76561198423168269,76561198964333377
76561198423168269,76561198973093420
76561198423168269,76561198976596449
76561198423168269,76561198978029968
76561198423168269,76561198984181543
76561198423168269,76561198984474251
76561198423168269,76561198994035694
76561198423168269,76561199010890607
76561198423168269,76561199072444605
76561198423168269,76561199073065159
76561198423168269,76561199130942974
76561198423168269,76561199165708900
76561198423168269,76561199174033730
76561198423168269,76561199174499944
76561198423168269,76561199176240675
76561198423168269,76561199207217007
76561198423168269,76561199238750437
76561198423168269,76561199465661171
76561198423168269,76561199489681819
76561198423168269,76561199500159460
76561199238750437,76561199240967211
76561199238750437,76561199242991838
76561199238750437,76561199275279472
76561199238750437,76561199279238038
76561199238750437,76561199353219929
76561199238750437,76561199390492175
76561199238750437,76561199583869910
76561199004752204,76561199005778544
76561199004752204,76561199008732855
76561199004752204,76561199009306743
76561199004752204,76561199011228528
76561199004752204,76561199014113135
76561199004752204,76561199021044624
76561199004752204,76561199022416896
76561199004752204,76561199027574582
76561199004752204,76561199028359859
76561199004752204,76561199029871613
76561199004752204,76561199037569150
76561199004752204,76561199049824683
76561199004752204,76561199050690700
76561199004752204,76561199051150050
76561199004752204,76561199056901617
76561199004752204,76561199057572067
76561199004752204,76561199062019219
76561199004752204,76561199065846466
76561199004752204,76561199067545092
76561199004752204,76561199073149589
76561199004752204,76561199074186989
76561199004752204,76561199074522926
76561199004752204,76561199078551243
76561199004752204,76561199083647120
76561199004752204,76561199097133710
76561199004752204,76561199104784084
76561199004752204,76561199124447958
76561199004752204,76561199126763166
76561199004752204,76561199127755660
76561199004752204,76561199130079478
76561199004752204,76561199133084424
76561199004752204,76561199133606204
76561199004752204,76561199133981369
76561199004752204,76561199136761004
76561199004752204,76561199138221347
76561199004752204,76561199140641091
76561199004752204,76561199142891825
76561199004752204,76561199158719357
76561199004752204,76561199161371191
76561199004752204,76561199163191687
76561199004752204,76561199167459262
76561199004752204,76561199203311996
76561199004752204,76561199212271791
76561199004752204,76561199216738966
76561199004752204,76561199217695167
76561199004752204,76561199231114706
76561199004752204,76561199236371711
76561199004752204,76561199238750437
76561199004752204,76561199256710741
76561199004752204,76561199275279472
76561199004752204,76561199345415404
76561199004752204,76561199390492175
76561199004752204,76561199433734802
76561199004752204,76561199445482292
76561199004752204,76561199547345443
76561199004752204,76561199583869910
76561199547345443,76561199562732966
76561199547345443,76561199572346223
76561199572346223,76561199575765291
76561199575765291,76561199578197577
76561199575765291,76561199580357711
76561199575765291,76561199582140516
76561199575765291,76561199590072582
76561199588840477,76561199590072582
76561199581359941,76561199584348938
76561199581359941,76561199588840477
76561199579948007,76561199580257911
76561199579948007,76561199580274229
76561199579948007,76561199580399804
76561199579948007,76561199581359941
76561199579948007,76561199583325697
76561199579948007,76561199583358187
76561199579948007,76561199585012460
76561199579948007,76561199586628365
76561199579948007,76561199586867910
76561199579948007,76561199586879069
76561199579948007,76561199587098013
76561199579948007,76561199590651237
76561199579948007,76561199593200517
76561199439614592,76561199593200517
76561199415841113,76561199419384196
76561199415841113,76561199421842307
76561199415841113,76561199426358778
76561199415841113,76561199436747241
76561199415841113,76561199439614592
76561199415841113,76561199478443499
76561199415841113,76561199481652571
76561199415841113,76561199482149446
76561199415841113,76561199483275054
76561199415841113,76561199492689184
76561199415841113,76561199522437953
76561199415841113,76561199534145368
76561199415841113,76561199534234592
76561199415841113,76561199534856986
76561199415841113,76561199541155353
76561199415841113,76561199542934585
76561199415841113,76561199551963941
76561199415841113,76561199561503538
76561199415841113,76561199593200517
76561199561503538,76561199561513734
76561199561503538,76561199562280565
76561199561503538,76561199562916721
76561199561503538,76561199565157667
76561199561503538,76561199567437606
76561199561503538,76561199568018362
76561199561503538,76561199571961641
76561199561503538,76561199572196101
76561199561503538,76561199572366493
76561199561503538,76561199572578944
76561199561503538,76561199572729843
76561199561503538,76561199574223942
76561199561503538,76561199574643716
76561199561503538,76561199575150967
76561199561503538,76561199576784934
76561199561503538,76561199578201304
76561199561503538,76561199579782348
76561199561503538,76561199582154268
76561199561503538,76561199586427336
76561199570756127,76561199572003225
76561199570756127,76561199573012241
76561199570756127,76561199579898627
76561199570756127,76561199582154268
76561199570756127,76561199582962162
76561199570756127,76561199586427336
76561199570756127,76561199589523808
76561199570756127,76561199589987847
76561199570756127,76561199598218226
76561199570756127,76561199601007475
76561199589523808,76561199601007475
76561199589523808,76561199620608296
76561199572003225,76561199573012241
